dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,2,224.7309561,1023,341,1.261873049,46.15254684,145.4401706,145.4394843,2,0.458910091,9.06789E+11,17.9331644,173.4475097,206.3597412,203.8579134,1023,341,1.261873049,46.08193736,99.28465279,99.2844893,2,0.75,1,20.18302918,127.2565624,137.1268566,135.4571288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,3,221.2139565,1023,341,1.298524963,36.50887541,145.4413819,145.4410327,2,0.459364212,6.74946E+12,14.20855859,168.6252307,206.361811,204.5163887,1023,341,1.298524963,36.45362186,108.9298726,108.9295763,2,0.75,1,15.52350256,132.0859711,151.5945867,150.4234242,1023,341,1.298524963,36.3983718,72.47366618,72.47342812,3,0.75,1,17.01693983,89.5351017,96.91033353,91.52314816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,4,219.375817,1023,341,1.335176878,29.33471212,145.4423693,146.6840852,2,0.459734119,4.12334E+13,9.778237806,165.0380457,207.5766083,208.1700734,1023,341,1.335176878,25.65332354,117.3470884,117.3466105,2,0.75,1,14.14160106,135.1014398,164.2202742,161.888358,1023,341,1.335176878,30.4097797,89.2933698,91.69328697,2,0.75,1,10.1365931,109.426503,124.854266,124.3959153,1023,341,1.335176878,27.96813828,61.28121535,61.28106071,3,0.75,1,13.58607425,75.53139617,80.12223052,77.57322839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,5,221.6588879,1023,341,1.366592804,15.25491788,145.4430644,138.864738,2,0.459994348,1.63275E+14,15.25489131,157.9970514,205.3661402,204.4208218,1023,341,1.366592804,15.44255479,123.6075355,119.5144914,2,0.75,1,15.44255988,136.2552424,172.631623,171.8260027,1023,341,1.366592804,19.55524818,101.803419,104.0719366,2,0.75,1,11.7331645,116.5078319,143.4382429,142.8906616,1023,341,1.366592804,23.79188246,80.03071683,84.5166884,2,0.75,1,7.930643049,96.85386363,113.9885697,113.8248739,1023,341,1.366592804,24.14294458,58.2894306,60.72480594,2,0.75,1,9.363328738,75.28803599,78.39824631,80.29050612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,1,269.2534606,1023,341,1.193805208,77.99643001,166.5215655,166.4701835,2,0.461646082,44307402904,30.52034239,210.466456,237.9443264,237.4855976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,2,258.384675,1023,341,1.267109037,51.56424739,166.5243605,166.5238791,2,0.462688069,5.27778E+12,19.86417792,197.2480414,237.9861798,235.8042547,1023,341,1.267109037,50.72564752,114.9576594,114.1871576,2,0.75,1,23.05711249,145.2618188,160.1713794,160.1942729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,3,254.0786707,1023,341,1.303760951,40.54523239,166.5253609,166.5249175,2,0.46306052,4.42239E+13,15.63889994,191.7378094,237.9877089,235.5204176,1023,341,1.303760951,40.49198304,125.9777128,125.9770771,2,0.75,1,17.0416785,151.1634448,177.1660925,175.7017251,1023,341,1.303760951,40.43914794,85.483119,85.48270646,2,0.75,1,18.62658968,110.6423414,116.4243693,113.0758202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,4,252.2431397,1023,341,1.335176878,33.56774746,166.5261093,167.8525702,2,0.463338993,2.30494E+14,11.18924905,188.2488481,239.302851,239.5226481,1023,341,1.335176878,29.54039157,134.2828504,134.2821944,2,0.75,1,16.01051542,153.991311,189.6237837,186.6462907,1023,341,1.335176878,34.81927178,102.080998,104.7418028,2,0.75,1,11.60642387,124.4294946,144.4006858,143.6777023,1023,341,1.335176878,32.11679495,69.92055333,69.92029321,2,0.75,1,15.32728158,90.91736904,93.08066483,90.27730204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,hardware_time,-12.8,5,251.8632118,1023,341,1.361356817,27.25505077,166.5266201,169.4459321,2,0.463528949,8.00421E+14,9.085018012,185.0922191,241.4366218,241.0350553,1023,341,1.361356817,27.61912343,140.4160774,142.1908813,2,0.75,1,9.206375674,159.1636698,200.6979296,203.4916352,1023,341,1.361356817,23.34320212,114.3383833,114.5717579,2,0.75,1,14.00592246,130.947433,159.8931975,160.5041862,1023,341,1.361356817,28.43626494,88.29353901,91.22855577,2,0.75,1,9.478760558,107.4496274,124.1094854,126.6621133,1023,341,1.361356817,26.48790255,62.28154583,62.79229083,3,0.75,1,15.34412966,76.04824607,82.05598445,81.65415031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,1,304.5974335,1023,341,1.193805208,88.64645035,187.5616604,187.56107,2,0.464564323,1.1432E+11,34.43428483,236.8402226,269.5420479,268.6478555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,2,292.2753656,1023,341,1.267109037,58.41567476,187.5641359,187.5636061,2,0.465482268,1.7648E+13,22.35247773,221.7217271,269.5458066,266.7567014,1023,341,1.267109037,57.37511643,129.1461963,128.1735648,2,0.75,1,26.07959835,162.7832825,181.3668826,181.1476494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,3,287.3909534,1023,341,1.303760951,45.84472968,187.5650356,187.5647676,2,0.465815496,1.6765E+14,17.54494075,215.4352986,269.5473524,266.3839591,1023,341,1.303760951,45.79110208,141.7183028,141.7173431,2,0.75,1,19.13816231,169.5616808,200.7767346,198.920348,1023,341,1.303760951,45.73886186,95.92450384,95.92424096,2,0.75,1,20.93838084,123.7416906,132.0865586,128.2887307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,4,284.4229351,1023,341,1.335176878,35.85768498,187.5656828,187.5655311,2,0.466055087,9.58034E+14,14.51247061,210.4411455,269.5484105,266.7034768,1023,341,1.335176878,36.85449007,151.1880068,151.7078462,2,0.75,1,14.42132211,174.5619264,215.423942,214.4420612,1023,341,1.335176878,35.93819589,114.8516189,114.4964554,2,0.75,1,16.33554348,137.7672156,160.2355081,159.3425614,1023,341,1.335176878,36.25195044,78.55652017,78.55640353,2,0.75,1,17.13954303,101.6289661,106.0346945,103.0434458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,5,283.5037434,1023,341,1.361356817,27.73109884,187.5661341,187.5655128,2,0.466222083,3.5813E+15,13.06501563,206.3773924,269.5487352,268.2935742,1023,341,1.361356817,31.01239133,158.1768435,159.8344139,2,0.75,1,10.3374636,178.6290359,227.1885194,229.0506323,1023,341,1.361356817,26.16384491,128.8202854,128.8201763,2,0.75,1,15.78330696,146.8476205,181.4303463,180.1103985,1023,341,1.361356817,31.94449895,99.49646089,102.6563314,2,0.75,1,10.64816667,120.4146788,141.2375058,142.0034411,1023,341,1.361356817,29.76307223,70.20537098,70.71183242,2,0.75,1,15.11737792,90.03256679,93.93736453,93.84666461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,1,339.9324283,1023,341,1.193805208,99.23471584,208.5678636,208.5673405,2,0.466842974,2.52024E+11,38.39125311,263.1474884,301.0514031,299.7446266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,2,326.155734,1023,341,1.267109037,65.25672802,208.5700846,208.5699755,2,0.467663139,4.85383E+13,24.83332541,246.1546791,301.0550451,297.6924643,1023,341,1.267109037,64.01218393,143.3116986,142.135406,2,0.75,1,29.09644722,180.2737857,202.5397658,202.1063873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,3,320.0389031,1023,341,1.308996939,49.26761795,208.571,208.5707608,2,0.468000794,6.99407E+14,18.74153636,238.1588137,301.0563206,297.534157,1023,341,1.308996939,49.21664528,159.301594,159.3011771,2,0.75,1,20.38162126,188.8638647,227.1520784,225.5633118,1023,341,1.308996939,49.08268767,110.0829813,109.9994027,2,0.75,1,22.3103126,139.5782059,153.2631494,152.7669779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,4,316.9164991,1023,341,1.335176878,40.49955849,208.5714817,208.5709635,2,0.468178382,3.18142E+15,15.46744262,233.7742131,301.0568339,298.3245335,1023,341,1.335176878,40.02264915,168.0698561,168.0694828,2,0.75,1,16.96152018,193.0340277,240.3045042,238.2243704,1023,341,1.335176878,40.85508972,127.6094259,128.0468337,2,0.75,1,17.24992667,152.9898606,179.9791761,178.9812926,1023,341,1.335176878,40.37624896,87.19019177,87.1899574,2,0.75,1,18.97198898,112.3311,118.985112,115.8576303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,hardware_time,-12.8,5,315.9487635,1023,341,1.361356817,30.88938857,208.5718754,208.5712463,2,0.468323483,1.26548E+16,14.34381869,228.9685054,301.0573413,298.9019012,1023,341,1.361356817,34.39132929,175.914106,177.6818577,2,0.75,1,11.46377628,198.062008,253.9358419,255.2905888,1023,341,1.361356817,29.21500686,143.2889779,143.2889741,2,0.75,1,17.31091368,162.8481493,203.133464,200.7436206,1023,341,1.361356817,35.4381733,110.6964921,114.0739672,2,0.75,1,11.81272426,133.3678214,158.3533825,158.0929933,1023,341,1.361356817,33.02478821,78.13664923,78.63579392,2,0.75,1,15.67389793,99.60098283,105.827369,106.1038718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
