dimension,metric,memory_cost,recursion_depth,total cost,n_0,k_0,theta_0,code_size_0,list size_0,buckets size_0,m_0,eta_0,pf_inv_0,num_codes_0,filter_cost_0,memory_cost_0,search_cost_0,n_1,k_1,theta_1,code_size_1,list size_1,buckets size_1,m_1,eta_1,pf_inv_1,num_codes_1,filter_cost_1,memory_cost_1,search_cost_1,n_2,k_2,theta_2,code_size_2,list size_2,buckets size_2,m_2,eta_2,pf_inv_2,num_codes_2,filter_cost_2,memory_cost_2,search_cost_2,n_3,k_3,theta_3,code_size_3,list size_3,buckets size_3,m_3,eta_3,pf_inv_3,num_codes_3,filter_cost_3,memory_cost_3,search_cost_3,n_4,k_4,theta_4,code_size_4,list size_4,buckets size_4,m_4,eta_4,pf_inv_4,num_codes_4,filter_cost_4,memory_cost_4,search_cost_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,hardware_time,-12.8,3,218.2158776,1023,341,1.298524963,35.73438768,143.5996513,143.5992766,2,0.75,1,13.92819673,166.3944898,203.5991959,201.889833,1023,341,1.298524963,35.67872109,107.8625524,107.8618442,2,0.75,1,15.21455474,130.6294284,149.9932976,148.8865056,1023,341,1.298524963,35.62367819,72.18078286,72.18036682,3,0.75,1,16.67451948,88.98221928,96.4708764,91.77656548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-12.8,1,316.6968998,1023,341,1.193805208,91.71778962,194.7534373,194.7525906,2,0.75,1,35.58283113,245.5698287,280.3295211,279.8606945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-12.8,2,303.7928444,1023,341,1.267109037,60.40071908,194.7534373,194.7531666,2,0.75,1,23.07242128,229.9055789,280.3299529,277.6441068,1023,341,1.267109037,59.3010035,134.3507709,133.3192111,2,0.75,1,26.95500159,168.9528265,189.1506919,189.4140749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,hardware_time,-12.8,3,298.1159335,1023,341,1.308996939,45.6591331,194.7534373,194.7533673,2,0.75,1,17.44728331,222.5326635,280.3301034,277.411346,1023,341,1.308996939,45.60791193,149.0925575,149.0921262,2,0.75,1,18.96380308,176.8461068,211.8385129,210.7365039,1023,341,1.308996939,45.53073784,103.4825357,103.4557911,2,0.75,1,20.69579,131.197428,143.4038846,143.4608578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-12.8,1,231.1855058,1023,341,1.188569221,67.83715092,143.8107215,143.8102106,2,0.75,1,26.71961626,182.6634839,203.9156991,202.8087617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-12.8,2,222.018718,1023,341,1.261873049,45.22798488,143.8107215,143.8103425,2,0.75,1,17.59521126,171.3541242,203.915798,201.6703961,1023,341,1.261873049,45.1566551,98.58002491,98.57947355,2,0.75,1,19.7991515,126.0876325,136.0696239,135.0324489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,hardware_time,-12.8,3,218.5497754,1023,341,1.298524963,35.7893788,143.8107215,143.8100067,2,0.75,1,13.9485759,166.6331844,203.9155462,202.1987098,1023,341,1.298524963,35.73456725,108.0182952,108.0181001,2,0.75,1,15.23615053,130.8132236,150.2272965,149.1169531,1023,341,1.298524963,35.67883964,72.28119633,72.28060668,3,0.75,1,16.69916098,89.10114886,96.62136597,91.91720325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-12.8,1,312.8148786,1023,341,1.193805208,90.5531731,192.4426073,192.4421278,2,0.75,1,35.14697945,242.6758872,276.8635513,276.4414875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-12.8,2,300.0695647,1023,341,1.267109037,59.64771712,192.4426073,192.4420816,2,0.75,1,22.79956083,227.2174944,276.8635167,274.2440444,1023,341,1.267109037,58.57061107,132.7926662,131.7834721,2,0.75,1,26.62300503,167.028773,186.8221614,187.1101349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,hardware_time,-12.8,3,295.024114,1023,341,1.303760951,46.79706167,192.4426073,192.4420036,2,0.75,1,17.88756562,220.7902874,276.8634582,273.6008396,1023,341,1.303760951,46.74465256,145.6432436,145.6431479,2,0.75,1,19.51375666,173.9646511,206.6647936,204.7823668,1023,341,1.303760951,46.69180116,98.89679502,98.89676624,2,0.75,1,21.35342681,127.1917086,136.5451709,133.2189338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-12.8,1,155.3522387,511,170,1.18855104,44.97970066,98.83437264,99.19621856,2,0.75,1,17.60075243,126.2732392,136.7483193,136.7536369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-12.8,2,150.0345229,511,170,1.267927444,30.47650271,98.83437264,100.2841135,2,0.75,1,10.15883395,119.01786,137.914826,138.4473652,511,170,1.243464059,33.3519261,69.80391603,69.80387757,3,0.75,1,14.91571502,85.86631184,92.9058763,89.60411886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,hardware_time,-12.8,3,147.4161948,511,170,1.30879809,23.60199471,98.83437264,100.0013302,2,0.75,1,7.867337948,115.5790865,137.5774095,138.1241747,511,170,1.289761265,25.32749906,76.39564075,76.39563398,2,0.75,1,11.00925526,94.00332523,102.7934595,101.1592908,511,170,1.31642021,21.21193047,51.06443066,51.06414186,4,0.75,1,10.19145725,61.30993609,64.8114019,64.27203327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-12.8,1,162.1473329,511,170,1.187692516,46.90466072,102.880855,102.8808178,2,0.75,1,18.83760191,131.2851378,142.5212546,142.0609541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-12.8,2,156.5644049,511,170,1.266871057,32.02399531,102.880855,104.375026,2,0.75,1,10.67466494,123.8410219,144.0393359,144.4211789,511,170,1.24362623,34.8494382,72.34750739,72.34692915,3,0.75,1,15.5609445,88.91196457,96.72084082,93.05544583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,hardware_time,-12.8,3,153.7876688,511,170,1.310360477,24.35836682,102.880855,104.0636157,2,0.75,1,8.119458322,120.0065633,143.6654409,144.254095,511,170,1.289593014,26.48641302,79.70172557,79.7014802,2,0.75,1,11.46565049,97.89176041,107.7524055,106.0117827,511,170,1.316263459,22.1660095,53.21153522,53.21138945,3,0.75,1,10.60349614,65.5457382,68.02462603,67.47485065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,hardware_time,-12.8,1,55.29251788,127,42,1.162389282,16.90344647,38.92854239,40.19375205,6,0.75,1,5.634539417,46.69867909,48.31177883,48.59335237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,hardware_time,-12.8,3,122.9231324,511,170,1.303760951,18.54245758,82.80473907,83.78077061,2,0.75,1,8.428347634,97.00473878,113.3173858,112.6527252,511,170,1.303760951,20.66639566,63.65889362,65.23831304,2,0.75,1,6.8888329,78.9211466,85.31290076,85.76829228,511,170,1.303760951,19.03186002,44.56732965,44.56651645,6,0.75,1,9.214206642,52.6672443,55.17012709,54.07463976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hardware_time,-12.8,5,190.1913752,511,170,1.366592804,13.10639936,125.3794286,119.8039723,2,0.75,1,13.10635918,136.8886959,175.2735176,175.6012433,511,170,1.366592804,13.2629757,106.6947742,101.30752,2,0.75,1,13.26305731,118.282263,147.2474797,147.81148,511,170,1.366592804,13.43136701,88.04174007,82.8545055,2,0.75,1,13.43136121,99.71335918,119.2691553,119.6476535,511,170,1.366592804,13.61263816,69.42032878,66.59989263,2,0.75,1,13.61265625,81.18251962,91.40540044,90.77695071,511,170,1.366592804,20.71204918,50.83054279,52.98725447,3,0.75,1,8.723612635,62.69114818,66.83528417,67.82535075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,2,293.9769381,1023,341,1.267109037,58.41567476,188.6604456,188.6599158,2,0.75,1,22.35247776,222.8180368,271.1902711,268.6804358,1023,341,1.267109037,57.37511643,130.242506,129.2698745,2,0.75,1,26.07959838,163.8795922,183.0113471,183.3402687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,hardware_time,-12.8,2,56.06326018,127,42,1.293288976,6.14974712,38.92854239,37.52851296,6,0.75,1,6.136465331,44.90042871,46.56487418,48.71940413,127,42,1.293288976,9.379378367,30.42579523,31.37876584,6,0.75,1,3.149623179,36.93829261,37.6195299,38.51466852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,hardware_time,-12.8,4,123.924429,511,170,1.350884841,9.805743872,82.80473907,78.76866167,2,0.75,1,9.806725392,92.6344916,111.4286595,112.8746133,511,170,1.350884841,9.933690655,68.95834462,65.08754965,2,0.75,1,9.934985608,78.85185771,90.66311549,91.84679564,511,170,1.350884841,10.07414146,55.14927127,53.06099188,2,0.75,1,10.07359849,65.11279814,70.08404138,70.31321237,511,170,1.350884841,15.33911929,41.37752556,42.98685042,4,0.75,1,5.329133297,50.13952072,52.14233345,54.61748266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,1,235.8007044,1023,341,1.188569221,69.25732455,146.5541108,146.5535194,2,0.75,1,27.25333412,186.1186774,208.0307228,206.8152326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,3,289.0307762,1023,341,1.303760951,45.84472968,188.6604456,188.6601777,2,0.75,1,17.54494064,216.5307086,271.1904675,268.0524895,1023,341,1.303760951,45.79110208,142.8137129,142.8127533,2,0.75,1,19.1381622,170.6570909,202.4198498,200.6060812,1023,341,1.303760951,45.73886186,97.01991403,97.01965122,2,0.75,1,20.93837993,124.8371008,133.729674,130.4795512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,hardware_time,-12.8,3,57.32249614,127,42,1.361356817,4.169925001,38.92854239,37.34011919,6,0.75,1,4.249572191,44.56976382,46.51534038,52.05184773,127,42,1.361356817,4.247927513,33.15625078,32.37812617,6,0.75,1,4.236126419,38.81001209,39.68230807,42.47029932,127,42,1.361356817,6.392317423,27.42127632,28.13019865,6,0.75,1,2.277738941,33.43422826,34.17399609,35.03254174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,hardware_time,-12.8,5,125.6238531,511,170,1.382300768,7.727920455,82.80473907,79.69021382,2,0.75,1,7.726148276,91.59518702,111.4626282,116.8809344,511,170,1.382300768,7.794415866,71.95772019,68.93757116,2,0.75,1,7.79331425,80.78118909,95.19772016,100.3394086,511,170,1.382300768,7.864186145,61.13856757,58.2160759,2,0.75,1,7.865863375,69.99669404,78.97594603,83.65111184,511,170,1.382300768,7.942514505,50.34728739,47.53101745,2,0.75,1,7.941722159,59.24435065,62.81645253,66.79640991,511,170,1.382300768,8.022367813,39.58388586,36.87536893,8,0.75,1,8.83495926,45.51219558,47.21154438,49.72054435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,2,226.4417725,1023,341,1.261873049,46.15254684,146.5541108,146.5534246,2,0.75,1,17.93316432,174.5614499,208.0306516,205.6824065,1023,341,1.261873049,46.08193736,100.3985931,100.3984296,2,0.75,1,20.18302911,128.3705027,138.7977671,137.6850095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,4,286.066059,1023,341,1.335176878,35.85768498,188.6604456,188.6602938,2,0.75,1,14.5124707,211.5359083,271.1905546,268.385285,1023,341,1.335176878,36.85449007,152.2827695,152.8026088,2,0.75,1,14.4213222,175.6566892,217.066086,216.1453802,1023,341,1.335176878,35.93819589,115.9463816,115.591218,2,0.75,1,16.33554358,138.8619783,161.8776521,161.0290697,1023,341,1.335176878,36.25195044,79.65128279,79.65116609,2,0.75,1,17.13180644,102.7237287,107.6768378,105.2329709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,hardware_time,-12.8,4,58.77349204,127,42,1.403244719,3.169925001,38.92854239,37.71081615,5,0.75,1,3.306827976,44.50846041,46.61971542,54.46239825,127,42,1.403244719,3.169925001,34.52694775,33.3346512,6,0.75,1,3.326317488,40.0007214,41.12264882,46.94415673,127,42,1.403244719,3.321928095,30.15064672,29.71725571,6,0.75,1,3.22170754,35.649359,36.48020096,39.37568181,127,42,1.403244719,4.906890596,25.79967709,26.39532761,6,0.75,1,2.007156713,31.56397485,32.35989442,33.07642436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,hardware_time,-12.8,1,164.2874888,511,170,1.188569221,47.36010368,104.1576864,104.1572554,2,0.75,1,19.00206382,132.7905215,144.4362064,144.1164638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,3,222.8899013,1023,341,1.298524963,36.50887541,146.5541108,146.5537617,2,0.75,1,14.20855843,169.7379596,208.0309044,206.2190398,1023,341,1.298524963,36.45362186,110.0426017,110.0423055,2,0.75,1,15.52350239,133.1987001,153.2636804,152.1052975,1023,341,1.298524963,36.3983718,73.58639534,73.5861574,3,0.75,1,17.01673158,90.64783086,98.5794234,93.74860694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,hardware_time,-12.8,5,285.0946441,1023,341,1.361356817,27.73109884,188.6604456,188.6598241,2,0.75,1,13.06501579,207.4717039,271.1902023,269.8489175,1023,341,1.361356817,31.01239133,159.2711549,160.9287252,2,0.75,1,10.33746376,179.7233474,228.8299864,230.5804781,1023,341,1.361356817,26.16384491,129.9145967,129.9144872,2,0.75,1,15.78330713,147.9419318,183.071813,181.4260877,1023,341,1.361356817,31.94449895,100.5907721,103.7506423,2,0.75,1,10.64816658,121.50899,142.8789723,143.0987042,1023,341,1.361356817,29.76307223,71.29968205,71.80614339,2,0.75,1,14.30164826,91.12687787,95.57882355,96.03528655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,hardware_time,-12.8,5,60.39902131,127,42,1.450368608,2.321928095,38.92854239,38.13914685,3,0.75,1,2.336516002,44.64820585,46.77932892,57.06170473,127,42,1.450368608,2.321928095,35.80327535,35.02866007,6,0.75,1,2.33545044,41.13564622,42.80224735,51.40136003,127,42,1.450368608,2.321928095,32.6926525,31.93284915,6,0.75,1,2.340452536,38.02448799,39.16256661,45.72481944,127,42,1.450368608,2.321928095,29.59670282,28.85174361,6,0.75,1,2.382747546,34.92799226,35.74453431,39.94031375,127,42,1.450368608,2.321928095,26.51545576,25.78537344,6,0.75,1,2.655750089,31.84618815,32.4338559,34.47138417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,hardware_time,-12.8,2,158.1698922,511,170,1.261873049,33.42670204,104.1576864,105.7061089,2,0.75,1,11.14223402,125.8202863,146.0220802,145.0332135,511,170,1.261873049,31.80599749,72.27593441,72.27534549,2,0.75,1,14.22332503,93.1276891,96.61347366,95.91369513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,hardware_time,-12.8,4,221.0446559,1023,341,1.335176878,29.33471212,146.5541108,147.7958266,2,0.75,1,9.778237873,166.1497871,209.2442205,209.8587044,1023,341,1.335176878,25.65332354,118.4588298,118.4583518,2,0.75,1,14.14160113,136.2131813,165.8878863,163.5974845,1023,341,1.335176878,30.4097797,90.40511118,92.80502831,2,0.75,1,10.13659312,110.5382443,126.521878,126.0459122,1023,341,1.335176878,27.96813828,62.39295669,62.392802,3,0.75,1,13.49092379,76.64313751,81.78968159,79.79671243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
